"['汉阳', '王家湾']",王家湾中央生活区,157,17274,"['2室2厅1卫', '中楼层 (共17层)', '90.89㎡', '平层', '71.89㎡', '板塔结合', '南 北', '钢混结构', '其他', '两梯四户', '有']"
"['汉阳', '钟家村']",青石社区,128,18203,"['2室1厅1卫', '中楼层 (共5层)', '70.32㎡', '暂无数据', '板楼', '南 北', '钢混结构', '其他', '一梯四户']"
"['江岸', '育才花桥']",花西公寓,118,14723,"['2室1厅1卫', '中楼层 (共8层)', '80.15㎡', '暂无数据', '塔楼', '南 北', '混合结构', '简装', '一梯两户']"
"['洪山', '白沙洲']",鄂旅投书院世家,160,13115,"['4室2厅2卫', '低楼层 (共6层)', '122㎡', '平层', '板楼', '南', '框架结构', '毛坯', '一梯两户']"
"['江汉', '新华路万达']",九头鸟小区,129,16584,"['2室1厅1卫', '中楼层 (共9层)', '77.79㎡', '暂无数据', '板楼', '西南', '混合结构', '简装', '一梯四户']"
"['武昌', '中南丁字桥']",紫沙路75号,160,15595,"['2室2厅1卫', '高楼层 (共8层)', '102.6㎡', '暂无数据', '板楼', '南 北', '钢混结构', '其他', '一梯两户', '有']"
"['江夏', '文化大道']",联投广场,50,9014,"['1室1厅1卫', '中楼层 (共28层)', '55.47㎡', '暂无数据', '塔楼', '南', '钢混结构', '其他', '三梯二十一户', '有', '商水', '商电', '2.53元/m3']"
"['东湖高新', '金融港']",万科红郡,245,33338,"['2室2厅1卫', '低楼层 (共26层)', '73.49㎡', '平层', '板塔结合', '南', '钢混结构', '其他', '两梯四户', '有']"
"['硚口', '宗关']",融侨锦江,260,23513,"['2室1厅1卫', '中楼层 (共45层)', '110.58㎡', '平层', '板楼', '南', '钢混结构', '其他', '三梯三户', '有']"
"['武昌', '武昌火车站']",武汉铁路大东门住宅小区,126,17249,"['2室2厅1卫', '高楼层 (共7层)', '73.05㎡', '暂无数据', '板楼', '南 北', '混合结构', '其他', '一梯两户']"
"['洪山', '白沙洲']",爱家名校华城,93,11833,"['2室2厅1卫', '低楼层 (共32层)', '78.6㎡', '平层', '61.17㎡', '板楼', '南', '钢混结构', '毛坯', '四梯八户', '有']"
"['东湖高新', '关山大道']",长城坐标城九期,315,29078,"['3室2厅2卫', '高楼层 (共31层)', '108.33㎡', '暂无数据', '板楼', '南 北', '钢混结构', '其他', '两梯四户', '有']"
"['青山', '青山']",青扬六和,280,18653,"['4室2厅2卫', '中楼层 (共31层)', '150.11㎡', '暂无数据', '板塔结合', '北 南', '钢混结构', '其他', '两梯四户', '有']"
"['沌口开发区', '沌口']",嘎纳印象,125,15274,"['2室2厅0卫', '高楼层 (共32层)', '81.84㎡', '暂无数据', '62.42㎡', '板楼', '南', '钢混结构', '其他', '两梯六户', '有']"
"['武昌', '武昌火车站']",南国新东城,132,22747,"['2室1厅1卫', '中楼层 (共25层)', '58.03㎡', '暂无数据', '塔楼', '东南', '钢混结构', '其他', '五梯二十五户', '有']"
"['江汉', 'CBD西北湖']",轮渡宿舍小区,102,15645,"['2室1厅1卫', '低楼层 (共7层)', '65.2㎡', '平层', '板楼', '南 北', '砖混结构', '其他', '一梯两户']"
"['黄陂', '盘龙城']",巢上城御墅,93,10473,"['3室2厅1卫', '低楼层 (共28层)', '88.8㎡', '平层', '塔楼', '南 北', '钢混结构', '其他', '两梯四户', '有']"
"['武昌', '首义']",汉飞又一城,129,33850,"['1室1厅1卫', '中楼层 (共18层)', '38.11㎡', '暂无数据', '板楼', '东', '钢混结构', '精装', '五梯二十七户', '有']"
"['蔡甸', '蔡甸城区']",文兴花园,89,7886,"['3室1厅1卫', '高楼层 (共5层)', '112.86㎡', '平层', '98.78㎡', '板楼', '南 北', '钢混结构', '简装', '一梯两户']"
"['硚口', '集贤']",存仁社区,165,12782,"['4室2厅1卫', '低楼层 (共8层)', '129.09㎡', '平层', '板楼', '南 北', '钢混结构', '精装', '一梯两户']"
"['东西湖', '金银湖']",金湖清水湾,82,9321,"['3室1厅1卫', '中楼层 (共11层)', '87.98㎡', '平层', '板楼', '东南', '钢混结构', '精装', '两梯四户', '有']"
"['洪山', '白沙洲']",香水湾,112,10468,"['3室1厅2卫', '中楼层 (共21层)', '107㎡', '平层', '板楼', '南 北', '钢混结构', '毛坯', '两梯四户', '有']"
"['洪山', '南湖沃尔玛']",南湖名都A区,174,18143,"['2室2厅2卫', '高楼层 (共21层)', '95.91㎡', '平层', '75.85㎡', '塔楼', '南 北', '钢混结构', '简装', '两梯五户', '有']"
"['汉阳', '钟家村']",名流公馆,137,17685,"['2室2厅1卫', '中楼层 (共33层)', '77.47㎡', '平层', '板楼', '南', '钢混结构', '精装', '两梯五户', '有']"
"['东西湖', '金银湖']",熙龙湾,155,13212,"['3室2厅2卫', '中楼层 (共18层)', '117.32㎡', '平层', '板楼', '北 南', '钢混结构', '其他', '两梯四户', '有']"
"['洪山', '白沙洲']",爱家名校华城,93,11833,"['2室2厅1卫', '低楼层 (共32层)', '78.6㎡', '平层', '61.17㎡', '板楼', '南', '钢混结构', '毛坯', '四梯八户', '有']"
"['江汉', 'CBD西北湖']",轮渡宿舍小区,102,15645,"['2室1厅1卫', '低楼层 (共7层)', '65.2㎡', '平层', '板楼', '南 北', '砖混结构', '其他', '一梯两户']"
"['黄陂', '盘龙城']",巢上城御墅,93,10473,"['3室2厅1卫', '低楼层 (共28层)', '88.8㎡', '平层', '塔楼', '南 北', '钢混结构', '其他', '两梯四户', '有']"
"['硚口', '古田']",金地悦江时代芸湾区,180,19485,"['3室1厅1卫', '高楼层 (共34层)', '92.38㎡', '平层', '板塔结合', '南 北', '钢混结构', '其他', '两梯五户', '有']"
"['东湖高新', '金融港']",凡谷小区,120,13491,"['2室1厅1卫', '低楼层 (共6层)', '88.95㎡', '平层', '77.4㎡', '板楼', '南', '钢混结构', '其他', '一梯两户']"
"['江岸', '塔子湖']",汉口花园幽兰居,170,18991,"['2室1厅1卫', '低楼层 (共11层)', '89.52㎡', '平层', '73.58㎡', '板楼', '南 北', '钢混结构', '其他', '三梯两户', '有']"
"['江夏', '文化大道']",联投龙湾一期,145,12163,"['3室2厅2卫', '中楼层 (共11层)', '119.22㎡', '平层', '100.35㎡', '板楼', '南 北', '钢混结构', '其他', '一梯两户', '有']"
"['洪山', '徐东']",长航蓝晶绿洲一二期,235,25275,"['3室2厅1卫', '高楼层 (共28层)', '92.98㎡', '平层', '板楼', '南', '钢混结构', '精装', '两梯四户', '有']"
"['江汉', '常青路']",东方名都,185,13812,"['3室2厅2卫', '高楼层 (共26层)', '133.95㎡', '平层', '板楼', '南 北', '钢混结构', '其他', '两梯四户', '有']"
"['新洲', '阳逻']",欣隆湖滨半岛,85,7392,"['3室2厅2卫', '低楼层 (共11层)', '115㎡', '平层', '板楼', '南', '钢混结构', '毛坯', '两梯四户', '有']"
"['东湖高新', '光谷东']",桃花源,145,16916,"['2室2厅1卫', '低楼层 (共18层)', '85.72㎡', '平层', '板楼', '东南', '钢混结构', '其他', '两梯三户', '有']"
"['汉阳', '钟家村']",汉阳1889,117,18994,"['2室1厅1卫', '中楼层 (共30层)', '61.6㎡', '平层', '板楼', '东南', '钢混结构', '其他', '两梯六户', '有']"
"['汉阳', '王家湾']",阳光城檀悦A地块,250,20103,"['4室2厅2卫', '中楼层 (共33层)', '124.36㎡', '平层', '板楼', '南', '钢混结构', '其他', '两梯四户', '有']"
"['江汉', '前进江汉']",信泰公寓,95,21368,"['1室1厅1卫', '高楼层 (共22层)', '44.46㎡', '平层', '塔楼', '西南', '钢混结构', '其他', '两梯九户', '有']"
"['武昌', '积玉桥']",凤凰村1到62号,122,17404,"['2室1厅1卫', '高楼层 (共6层)', '70.1㎡', '平层', '板楼', '南 北', '钢混结构', '简装', '一梯一户']"
"['洪山', '白沙洲']",胜利丰园,125,15417,"['2室2厅1卫', '低楼层 (共33层)', '81.08㎡', '平层', '暂无数据', '南', '钢混结构', '毛坯', '一梯六户']"
"['硚口', '宝丰崇仁']",解放社区,105,16723,"['2室1厅1卫', '中楼层 (共8层)', '62.79㎡', '平层', '板楼', '东南 南', '钢混结构', '其他', '一梯五户']"
"['汉阳', '四新']",广电兰亭时代,163,18132,"['3室1厅1卫', '低楼层 (共33层)', '89.9㎡', '平层', '板塔结合', '南', '钢混结构', '精装', '两梯四户', '有']"
"['汉阳', '七里庙']",玫瑰园东村,68,16684,"['1室1厅1卫', '高楼层 (共6层)', '40.76㎡', '平层', '33.54㎡', '板塔结合', '东南', '混合结构', '其他', '一梯一户']"
"['江汉', '杨汊湖']",常青五垸,80,13525,"['2室1厅1卫', '中楼层 (共7层)', '59.15㎡', '平层', '板楼', '南', '混合结构', '其他', '一梯四户']"
"['洪山', '白沙洲']",华润紫云府二期,160,17838,"['3室2厅1卫', '低楼层 (共34层)', '89.7㎡', '平层', '塔楼', '南', '钢混结构', '其他', '两梯四户', '有']"
"['东西湖', '金银湖']",花样年花样城二期,95,11995,"['2室2厅1卫', '中楼层 (共30层)', '79.2㎡', '平层', '板楼', '南', '钢混结构', '毛坯', '两梯四户', '有']"
"['东西湖', '将军路']",华星晨龙城,165,12258,"['3室2厅2卫', '高楼层 (共6层)', '134.61㎡', '平层', '板楼', '南', '混合结构', '精装', '一梯两户']"
"['江夏', '文化大道']",俪湖天地,116.8,14321,"['3室1厅1卫', '中楼层 (共24层)', '81.56㎡', '平层', '板楼', '南', '钢混结构', '简装', '两梯四户', '有']"
"['江汉', '唐家墩']",顶琇国际城,130,27654,"['2室2厅2卫', '高楼层 (共41层)', '47.01㎡', '暂无数据', '板楼', '南 北', '钢混结构', '其他', '十梯三十六户', '有', '商水', '商电', '2.53元/m3']"
"['沌口开发区', '沌口']",港湾江城,132,11822,"['3室2厅2卫', '高楼层 (共32层)', '111.66㎡', '平层', '塔楼', '南', '钢混结构', '毛坯', '两梯四户', '有']"
"['蔡甸', '蔡甸城区']",汉阳大街13号,62,5713,"['3室2厅1卫', '高楼层 (共7层)', '108.54㎡', '复式', '98.12㎡', '板楼', '南 北', '钢混结构', '精装', '一梯三户']"
"['青山', '青山']",铂金瑞府,365,26606,"['3室2厅1卫', '中楼层 (共39层)', '137.19㎡', '平层', '板塔结合', '北 南', '钢混结构', '其他', '两梯四户', '有']"
"['江夏', '藏龙岛']",龙苑澜岸,400,21108,"['4室2厅3卫', '低楼层 (共5层)', '189.51㎡', '暂无数据', '189.51㎡', '板楼', '南 北', '钢混结构', '毛坯', '两梯三户', '有']"
"['沌口开发区', '沌口']",枫桦苇岸,84,11479,"['2室1厅1卫', '高楼层 (共24层)', '73.18㎡', '平层', '板塔结合', '西南', '钢结构', '其他', '两梯四户', '有']"
"['东湖高新', '金融港']",凤凰新新家园二期,150,11708,"['3室2厅2卫', '中楼层 (共5层)', '128.12㎡', '暂无数据', '114.45㎡', '板楼', '南 北', '钢混结构', '其他', '两梯两户', '有']"
"['硚口', '古田']",金地悦江时代芸湾区,180,19485,"['3室1厅1卫', '高楼层 (共34层)', '92.38㎡', '平层', '板塔结合', '南 北', '钢混结构', '其他', '两梯五户', '有']"
"['江岸', '百步亭']",名流世家,165,21803,"['2室2厅1卫', '低楼层 (共34层)', '75.68㎡', '平层', '56.63㎡', '板楼', '南', '钢混结构', '精装', '两梯六户', '有']"
"['武昌', '积玉桥']",锦江国际城,480,30398,"['3室1厅2卫', '低楼层 (共28层)', '157.91㎡', '平层', '板塔结合', '南 北', '钢混结构', '精装', '两梯两户', '有']"
"['江岸', '堤角']",锦湖金利花园二期,145,15970,"['2室2厅1卫', '中楼层 (共18层)', '90.8㎡', '暂无数据', '板楼', '南', '钢混结构', '简装', '两梯四户', '有']"
"['武昌', '老南湖']",宁静苑,185,27461,"['2室1厅1卫', '低楼层 (共6层)', '67.37㎡', '平层', '板楼', '南', '钢混结构', '其他', '一梯两户']"
"['东湖高新', '华科大']",紫菘教师公寓,270,19727,"['3室2厅2卫', '低楼层 (共15层)', '136.87㎡', '平层', '114.96㎡', '板楼', '南 北', '钢混结构', '其他', '两梯四户', '有']"
"['武昌', '徐东']",东原时光道,225,26512,"['2室2厅1卫', '低楼层 (共33层)', '84.87㎡', '暂无数据', '板塔结合', '东南', '钢混结构', '精装', '两梯四户', '有']"
"['东西湖', '将军路']",伊甸园,130,12090,"['3室2厅1卫', '高楼层 (共7层)', '107.53㎡', '暂无数据', '板楼', '南', '混合结构', '其他', '一梯两户']"
"['武昌', '首义']",青石桥社区,156,21806,"['2室1厅1卫', '中楼层 (共6层)', '71.54㎡', '暂无数据', '板楼', '南 北', '钢混结构', '简装', '一梯三户']"
"['江汉', '长港路']",金色雅园金源苑,179,17829,"['3室2厅1卫', '高楼层 (共7层)', '100.4㎡', '平层', '板塔结合', '南', '混合结构', '精装', '一梯四户']"
"['黄陂', '盘龙城']",汉口北SOHO,73,7575,"['3室2厅1卫', '中楼层 (共24层)', '96.37㎡', '暂无数据', '74.16㎡', '板楼', '南', '钢混结构', '其他', '两梯四户', '有']"
"['江汉', '台北香港路']",安友花园,150,20828,"['2室1厅1卫', '中楼层 (共8层)', '72.02㎡', '平层', '板楼', '南 北', '钢混结构', '其他', '一梯四户']"
"['江夏', '文化大道']",清江泓景,113,14462,"['2室1厅1卫', '低楼层 (共18层)', '78.14㎡', '平层', '板楼', '南', '钢混结构', '其他', '两梯四户', '有']"
"['东湖高新', '光谷广场']",蓝巢逸品,247,21997,"['2室2厅1卫', '高楼层 (共18层)', '112.29㎡', '暂无数据', '89.16㎡', '塔楼', '北', '钢混结构', '简装', '两梯三户', '有']"
"['硚口', '集贤']",集贤里社区,140,19543,"['2室2厅1卫', '中楼层 (共8层)', '71.64㎡', '暂无数据', '板楼', '南', '钢混结构', '简装', '一梯四户']"
"['江汉', '长港路']",福星城北区,198,15446,"['3室2厅2卫', '高楼层 (共45层)', '128.19㎡', '暂无数据', '板楼', '南 北', '钢混结构', '简装', '三梯四户', '有']"
"['硚口', '集贤']",荣西社区,95,18978,"['1室1厅1卫', '中楼层 (共6层)', '50.06㎡', '平层', '板楼', '南 北', '钢混结构', '简装', '一梯两户']"
"['蔡甸', '蔡甸城区']",正阳大悦城,80,9230,"['2室1厅1卫', '高楼层 (共29层)', '86.68㎡', '平层', '70㎡', '板楼', '东南', '钢混结构', '其他', '两梯四户', '有']"
"['洪山', '白沙洲']",佳兆业金域天下三期,310,23202,"['3室2厅2卫', '中楼层 (共8层)', '133.61㎡', '暂无数据', '115.96㎡', '板楼', '东南', '钢混结构', '精装', '两梯两户', '有']"
"['沌口开发区', '沌口']",联投金色港湾,176,15861,"['3室3厅2卫', '低楼层 (共32层)', '110.97㎡', '平层', '板塔结合', '东南', '钢混结构', '其他', '两梯六户', '有']"
"['东西湖', '金银湖']",花样年花样城二期,130,11207,"['4室2厅2卫', '低楼层 (共32层)', '116㎡', '暂无数据', '板楼', '南 北', '钢混结构', '毛坯', '两梯四户', '有']"
"['汉阳', '钟家村']",碧桂园晴川府,225,20276,"['2室2厅1卫', '中楼层 (共36层)', '110.97㎡', '跃层', '板楼', '南', '钢混结构', '其他', '三梯十七户', '有', '商水', '商电', '2.53元/m3']"
"['硚口', '武广万松园']",新世界汇豪邸,450,28652,"['4室2厅2卫', '高楼层 (共32层)', '157.06㎡', '暂无数据', '117.22㎡', '塔楼', '南 北', '钢混结构', '其他', '两梯三户', '有']"
"['硚口', '集贤']",荣东社区,110,17425,"['2室1厅1卫', '中楼层 (共8层)', '63.13㎡', '暂无数据', '板楼', '南', '混合结构', '其他', '一梯四户']"
"['洪山', '街道口']",蓝空公寓,179,14556,"['2室1厅1卫', '低楼层 (共8层)', '122.98㎡', '暂无数据', '塔楼', '南', '钢混结构', '简装', '五梯四户', '有']"
"['硚口', '集贤']",金海名都,230,21177,"['3室1厅1卫', '中楼层 (共32层)', '108.61㎡', '平层', '板楼', '东南', '钢混结构', '精装', '三梯十四户', '有']"
"['东湖高新', '金融港']",凡谷小区,120,13491,"['2室1厅1卫', '低楼层 (共6层)', '88.95㎡', '平层', '77.4㎡', '板楼', '南', '钢混结构', '其他', '一梯两户']"
"['东湖高新', '光谷广场']",尖东智能花园,375,22186,"['4室2厅2卫', '中楼层 (共10层)', '169.03㎡', '暂无数据', '板楼', '南', '钢混结构', '其他', '一梯两户', '有']"
"['沌口开发区', '沌口']",港湾江城,99,12357,"['2室1厅1卫', '低楼层 (共32层)', '80.12㎡', '平层', '板楼', '南 北', '钢混结构', '精装', '两梯四户', '有']"
"['洪山', '东湖东亭']",欢乐星城,145.5,15993,"['2室2厅1卫', '高楼层 (共25层)', '90.98㎡', '暂无数据', '板塔结合', '南 北', '钢混结构', '精装', '两梯四户', '有']"
"['武昌', '中南丁字桥']",工人村,160,23324,"['3室2厅1卫', '高楼层 (共6层)', '68.6㎡', '暂无数据', '58.04㎡', '板楼', '南 北', '砖混结构', '简装', '一梯两户']"
"['新洲', '阳逻']",潘龙小区,42,3185,"['3室1厅2卫', '低楼层 (共6层)', '131.9㎡', '平层', '板塔结合', '南 北', '混合结构', '毛坯', '一梯两户']"
"['黄陂', '武湖']",天舜翰林雅居,73,9211,"['2室2厅1卫', '中楼层 (共18层)', '79.26㎡', '暂无数据', '板楼', '南', '钢混结构', '简装', '两梯三户', '有']"
"['江岸', '塔子湖']",汉口花园幽兰居,170,18991,"['2室1厅1卫', '低楼层 (共11层)', '89.52㎡', '平层', '73.58㎡', '板楼', '南 北', '钢混结构', '其他', '三梯两户', '有']"
"['东湖高新', '民族大道']",阳光在线二期,228,20410,"['3室2厅1卫', '低楼层 (共18层)', '111.71㎡', '平层', '塔楼', '南 北', '钢混结构', '精装', '两梯四户', '有']"
"['洪山', '白沙洲']",佳兆业金域天下二期,180,20144,"['3室2厅1卫', '中楼层 (共34层)', '89.36㎡', '平层', '板楼', '南 北', '钢混结构', '其他', '两梯四户', '有']"
"['硚口', '汉正街']",民安大厦,180,17625,"['3室1厅2卫', '低楼层 (共22层)', '102.13㎡', '平层', '塔楼', '东南 南', '钢混结构', '简装', '两梯十六户', '有']"
"['洪山', '徐东']",时尚欧洲,280,15418,"['4室2厅2卫', '高楼层 (共15层)', '181.61㎡', '暂无数据', '塔楼', '南', '钢混结构', '其他', '两梯四户', '有']"
"['洪山', '徐东']",华腾园,147,21265,"['2室2厅1卫', '高楼层 (共18层)', '69.13㎡', '平层', '54.21㎡', '板楼', '南', '钢混结构', '精装', '两梯四户', '有']"
"['黄陂', '汉口北']",卓尔生活城,96,10508,"['2室2厅1卫', '低楼层 (共18层)', '91.36㎡', '暂无数据', '板楼', '南', '钢混结构', '简装', '两梯四户', '有']"
"['汉阳', '王家湾']",人信汇一期,180,20548,"['3室1厅1卫', '高楼层 (共28层)', '87.6㎡', '平层', '板楼', '南', '钢混结构', '其他', '两梯五户', '有']"
"['江夏', '文化大道']",联投龙湾一期,145,12163,"['3室2厅2卫', '中楼层 (共11层)', '119.22㎡', '平层', '100.35㎡', '板楼', '南 北', '钢混结构', '其他', '一梯两户', '有']"
"['武昌', '水果湖']",星星新城,320,28088,"['3室2厅2卫', '高楼层 (共32层)', '113.93㎡', '暂无数据', '塔楼', '南 北', '钢混结构', '其他', '两梯四户', '有']"
"['蔡甸', '中法生态城']",三五四一社区,70,8351,"['2室2厅1卫', '中楼层 (共11层)', '83.83㎡', '暂无数据', '板塔结合', '南', '混合结构', '毛坯', '一梯五户']"
"['汉阳', '王家湾']",汉阳人信汇四期天誉,259,22998,"['3室2厅2卫', '高楼层 (共48层)', '112.62㎡', '暂无数据', '板楼', '南 北', '钢混结构', '精装', '两梯四户', '有']"
"['青山', '青山']",向阳小区(青山),59,9930,"['2室1厅1卫', '中楼层 (共7层)', '59.42㎡', '暂无数据', '板楼', '东南', '混合结构', '简装', '一梯两户']"
"['洪山', '虎泉杨家湾']",五环社区,330,23997,"['4室2厅2卫', '高楼层 (共7层)', '137.52㎡', '暂无数据', '板楼', '南', '钢混结构', '简装', '一梯两户']"
"['东西湖', '金银湖']",鑫桥小区,102,9107,"['3室2厅1卫', '高楼层 (共6层)', '112.01㎡', '平层', '板楼', '南 北', '钢混结构', '精装', '一梯两户']"
"['汉阳', '王家湾']",王家湾中央生活区,182,17058,"['3室2厅1卫', '高楼层 (共30层)', '106.7㎡', '暂无数据', '板塔结合', '南', '钢混结构', '其他', '两梯四户', '有']"
"['蔡甸', '蔡甸城区']",中国核建锦城,120,12512,"['3室1厅1卫', '高楼层 (共17层)', '95.91㎡', '平层', '塔楼', '南', '钢混结构', '精装', '两梯四户', '有']"
"['蔡甸', '蔡甸城区']",王家塘,45,6253,"['2室1厅1卫', '中楼层 (共5层)', '71.97㎡', '平层', '64.2㎡', '板楼', '南 北', '砖混结构', '简装', '一梯四户']"
"['洪山', '白沙洲']",汇丰家园,118,15084,"['2室2厅1卫', '低楼层 (共11层)', '78.23㎡', '平层', '65.35㎡', '塔楼', '南', '钢混结构', '简装', '一梯四户', '有']"
"['汉阳', '王家湾']",当代万国城MOMΛ,186,16358,"['暂无数据', '高楼层 (共33层)', '113.71㎡', '暂无数据', '87.02㎡', '板塔结合', '东南', '钢混结构', '精装', '两梯四户', '有']"
"['汉阳', '四新']",城投四新之光,165,13985,"['3室2厅2卫', '低楼层 (共33层)', '117.99㎡', '平层', '板楼', '东南', '钢混结构', '毛坯', '两梯四户', '有']"
"['武昌', '徐东']",杨园街电力新村社区,180,25116,"['2室1厅1卫', '中楼层 (共7层)', '71.67㎡', '平层', '59.36㎡', '塔楼', '南 北', '混合结构', '精装', '一梯两户']"
"['沌口开发区', '沌口']",爱佳798,145,13018,"['3室2厅1卫', '中楼层 (共34层)', '111.39㎡', '平层', '塔楼', '南 北', '钢混结构', '毛坯', '两梯三户', '有']"
"['江夏', '金融港']",水晶郦都,140,15982,"['2室2厅1卫', '高楼层 (共32层)', '87.6㎡', '平层', '板楼', '南', '钢混结构', '精装', '两梯四户', '有']"
"['黄陂', '盘龙城']",鼎鑫摩卡小镇,93,10413,"['2室1厅1卫', '中楼层 (共11层)', '89.32㎡', '平层', '板楼', '北 西', '钢混结构', '毛坯', '一梯三户', '有']"
"['汉阳', '钟家村']",金桥港湾花园,155,16660,"['2室2厅1卫', '中楼层 (共11层)', '93.04㎡', '平层', '塔楼', '南', '钢混结构', '简装', '一梯三户', '有']"
"['江岸', '堤角']",佰昌公馆B区,185,15431,"['3室1厅2卫', '低楼层 (共32层)', '119.89㎡', '平层', '119.89㎡', '板楼', '南 北', '钢混结构', '毛坯', '两梯四户', '有']"
"['黄陂', '盘龙城']",天纵颐景康城,105,8387,"['3室1厅2卫', '低楼层 (共28层)', '125.2㎡', '平层', '板塔结合', '南', '钢混结构', '简装', '两梯四户', '有']"
"['江岸', '后湖']",鼎盛华城,175,19679,"['2室1厅1卫', '高楼层 (共10层)', '88.93㎡', '平层', '板楼', '南 北', '钢混结构', '精装', '一梯两户', '有']"
"['东湖高新', '光谷南']",绿地国际理想城,285,21516,"['4室2厅2卫', '低楼层 (共33层)', '132.46㎡', '平层', '99.52㎡', '板楼', '南 北', '钢混结构', '毛坯', '两梯三户', '有']"
"['江夏', '庙山']",美加湖滨新城一期,145,10006,"['4室2厅2卫', '高楼层 (共6层)', '144.92㎡', '平层', '板楼', '南 北', '钢混结构', '精装', '两梯两户', '有']"
"['硚口', '汉正街']",全新社区,115,17847,"['2室1厅1卫', '中楼层 (共8层)', '64.44㎡', '平层', '塔楼', '南', '钢混结构', '精装', '一梯三户']"
"['汉阳', '四新']",卧龙墨水湖边,265,18205,"['3室2厅2卫', '中楼层 (共33层)', '145.57㎡', '平层', '板楼', '南 北', '钢混结构', '毛坯', '两梯两户', '有']"
"['硚口', '汉正街']",金昌商业城,47,12793,"['1室1厅1卫', '高楼层 (共9层)', '36.74㎡', '平层', '塔楼', '东南', '钢混结构', '精装', '一梯六户']"
"['东西湖', '金银湖']",沿海国际中心,195,14515,"['3室2厅2卫', '高楼层 (共33层)', '134.35㎡', '平层', '板楼', '南 北', '钢混结构', '精装', '两梯三户', '有']"
"['蔡甸', '蔡甸城区']",汉水新城中法印象,75,6230,"['3室2厅2卫', '中楼层 (共10层)', '120.4㎡', '平层', '板楼', '南 北', '钢混结构', '精装', '一梯两户', '有']"
"['汉阳', '钟家村']",三里民居,108,14262,"['2室1厅1卫', '高楼层 (共18层)', '75.73㎡', '平层', '板楼', '南', '钢混结构', '简装', '两梯三户', '有']"
"['东湖高新', '光谷东']",城市之光,64.5,19798,"['1室0厅1卫', '低楼层 (共23层)', '32.58㎡', '平层', '26.17㎡', '板楼', '北', '钢混结构', '其他', '两梯十户', '有']"
"['洪山', '珞狮南路']",中建南湖壹号,210,25720,"['2室2厅1卫', '中楼层 (共28层)', '81.65㎡', '平层', '塔楼', '南', '钢混结构', '精装', '两梯六户', '有']"
"['汉阳', '钟家村']",五琴里社区,110,18535,"['2室1厅1卫', '高楼层 (共6层)', '59.35㎡', '平层', '板楼', '南 北', '钢混结构', '精装', '一梯两户']"
"['黄陂', '盘龙城']",鼎鑫摩卡小镇,96,11488,"['2室1厅1卫', '中楼层 (共34层)', '83.57㎡', '平层', '板楼', '南', '钢混结构', '精装', '两梯六户', '有']"
"['武昌', '武昌火车站']",梅苑小区一期,155,21442,"['2室1厅1卫', '中楼层 (共7层)', '72.29㎡', '平层', '板楼', '南', '混合结构', '简装', '一梯两户']"
"['江汉', '长港路']",邮政小区(江汉),70,16078,"['1室1厅1卫', '低楼层 (共7层)', '43.54㎡', '平层', '板楼', '南', '混合结构', '简装', '一梯四户']"
"['硚口', '长丰常码头']",鑫城汇H3,120,13949,"['2室1厅1卫', '低楼层 (共34层)', '86.03㎡', '平层', '板楼', '南', '混合结构', '精装', '两梯四户', '有']"
